text,intent,slot_tags
what rating does the java interview help course have?,details,"['O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O']"
is it possible to suggest a course with a duration of more than 3 months and a rating of 5.0?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
does the course include any work?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i'm looking for a course on solutions architect with a certification, offered by udemy and has a duration of short.",recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'B-provider', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O']"
can you suggest a course with a duration of 6 months and a rating of 5?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O']"
your answer was enjoyable,courtesy,"['O', 'O', 'O', 'O']"
can you tell me how to compute price per ounce,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"can you give me details on the php registration form, email verification & responsive email course, such as its start date, duration, and rating?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'I-course_name', 'O', 'O', 'O']"
can you check to see which parking garages are open downtown,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course that starts on august 20 and is rated by 2000 people.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-num_rating', 'O', 'O']"
do you know of any courses that are rated above 3.5?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
what is the nature of the big bang theory,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
which nations are not democratic,oos,"['O', 'O', 'O', 'O', 'O']"
is the course self-paced or is it offered by an institution?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend a course that has more than 1500 reviews and a high rating?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
are there any microsoft azure courses with a certification and a start date of june 1 that you can recommend?,recommend,"['O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O']"
how many hits have i done today,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm interested in learning more about the a tour of google cloud hands-on labs class.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what is saas marketing,oos,"['O', 'O', 'O', 'O']"
what advanced python courses can you recommend that start on june 1?,recommend,"['O', 'B-level', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O']"
what is the course's duration and pricing?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how do i set the time on my tag heuer,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"great talk, thanks",courtesy,"['O', 'O', 'O', 'O']"
"where can i sign up for the sentiment analysis, big data, natural language processing course?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
greetings to you,courtesy,"['O', 'O', 'O']"
"ai you have given me so much information, thank you",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are the costs of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
are there any sales on liquor,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
how are things with you,courtesy,"['O', 'O', 'O', 'O', 'O']"
it's good to see you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
what are some good courses that last 6 months and have a link to more information?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
many thanks,courtesy,"['O', 'O']"
the spring framework course has a rating of 2000 students.,recommend,"['O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'O', 'O']"
is it possible to provide the syllabus for the microsoft devops solutions: developing deployment scripts and templates course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
"have a good day, bye",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
is there a course by microsoft similar to the one you mentioned?,recommend,"['O', 'O', 'O', 'O', 'O', 'B-institution', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
later,courtesy,['O']
why can't you divide by zero,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
is the shutdown over,oos,"['O', 'O', 'O', 'O']"
is the driving dc motor with microcontrollers course open?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'O', 'I-course_name', 'I-course_name', 'O', 'O', 'O']"
is the bank open on mlk day,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
hey there,courtesy,"['O', 'O']"
i need to know how you are doing today,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
does the course have a certificate?,details,"['O', 'O', 'O', 'O', 'O', 'B-certified', 'O']"
"do ducks eat meat, vegetables, or both",oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
review chapter 6 with my son and verify his math homework answers,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"how can i enroll in the course, and when will it start?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i really appreciate your help, thank you",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"can you provide more info on the 3.14 things you didn't know about css - updated course provider, including their courses and ratings?",details,"['O', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what about a course that costs $3223?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
how can i sign up for the class?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how much does the course cost?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me whether the knicks will play the lakers this week,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i want to know more about the course that has a high rating.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i need to go now,courtesy,"['O', 'O', 'O', 'O', 'O']"
what is the process to enroll in the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'O', 'O', 'O']"
i would like to enroll in the apple certified support professional macos 11 cert prep: 6 troubleshooting and support course.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what is the best product for removing soap scum,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me more about the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"it was great to see you again, see ya later!",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
swayam has courses with 2000 reviews and a duration of long.,recommend,"['B-provider', 'O', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O']"
what courses with more than 1500 reviews are available from pluralsight?,recommend,"['O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O', 'O', 'O', 'B-provider', 'O']"
please spell check my resume,oos,"['O', 'O', 'O', 'O', 'O']"
what are the best-rated courses that cost $8620 over the course of 2 months?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
the course should start on june 1 with a rating of above 3.5.,recommend,"['O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
what beginner courses can you recommend that will start on june 1?,recommend,"['O', 'B-level', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O']"
what about a course that costs $553?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
what is the duration and certification status of the microsoft endpoint manager: deploy applications with intune course?,details,"['O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
can you tell me more about the course you mentioned earlier?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
yo,courtesy,['O']
is the course self-paced?,details,"['O', 'O', 'B-course_name', 'O', 'O']"
can a robot really travel back in time,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
where can i sign up for the audio amplifier class d 3w module course?,details,"['O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what's the order of the circle of fifths,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i'm interested in a data science course that is certified, lasts less than 4 months",recommend,"['O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration']"
can you tell me more about the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the rating for the python flappy bird artificial intelligence tutorial with neat - neat configuration and explanation course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
i want to know if there is a certified intermediate course that is offered by udemy.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'B-level', 'O', 'O', 'O', 'O', 'O', 'B-provider', 'O']"
are things going well for you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
what kinds of cereal are low sugar,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you provide the course outline for the course by wondrium?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-institution', 'O']"
i would like to enroll in the kerberoasting and domain accounts course.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what is the duration and certification status of the learn basiccss3 course?,details,"['O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'B-course_name', 'O', 'O', 'O']"
there is a start date of july 15 for a software development course that has a 3.5 rating.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
make a list of the top 100 famous quotes,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i am looking for a course with a low rating.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
"thanks for your help, goodbye!",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend a windows systems administration course with a rating of above 3.5 by 1000 students,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O', 'B-num_rating', 'O']"
make a list of facts about green book,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what topics are covered in the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me how to solve simple algebraic equations with one variable,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"can you provide the syllabus for the sql server - from setup to execution course, including information on the pricing?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"later, thanks for chatting",courtesy,"['O', 'O', 'O', 'O', 'O']"
"is it possible to recommend a web design course with a start date of june 1, priced at $553 and offered by edx with more than 1500 ratings?",recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'B-provider', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O']"
is it possible to recommend a loadrunner course with a start date of august 20 and a rating of 5.0 from coursera?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'B-provider', 'O']"
send me a motivational quote everyday for the next week,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the price of the using jenkins x for cloud-native ci/cd course? can you also provide information about the course's certification?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O']"
does the course have a certificate?,details,"['O', 'O', 'O', 'O', 'O', 'B-certified', 'O']"
"which institution is offering the linear svm classification(soft margin) -using scikit learn course? can you provide details on its duration, pricing, and rating?",details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
a course with a 3.8 rating is offered by udemy and has a start date of june 1.,recommend,"['O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'B-provider', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O']"
i'm looking for a course with 2000 reviews that lasts 6 months and offers a certification.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'B-certified', 'O']"
find a cleaner that specializes in suede,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
thanks for helping,courtesy,"['O', 'O', 'O']"
what is the start date for the natural language processing course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
can you tell me more about the rating and duration of the six reasons to migrate to open source kubernetes course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
find out how many latin scholars there are at the university of chicago,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i wish you were here earlier,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a intermediate course on microsoft azure offered by a cloud guru that is certified and costs $9184.,recommend,"['O', 'O', 'O', 'O', 'B-provider', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'I-provider', 'I-provider', 'I-provider', 'O', 'O', 'B-certified', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
is there a course with a rating of high taught by great learning?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'B-rating', 'O', 'O', 'B-institution', 'I-institution', 'O']"
what matplotlib courses do you recommend?,recommend,"['O', 'B-topic', 'O', 'O', 'O', 'O', 'O']"
what are some courses with less than 500 reviews and a duration of self paced offered by ibm?,recommend,"['O', 'O', 'O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'B-institution', 'O']"
i am happy you did that for me,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
please take all my money out of my checking account and close the account,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i don't know what the start date is for the course.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there a course similar to the one you mentioned at the university of british columbia?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-institution', 'O', 'O', 'O', 'O', 'I-institution', 'I-institution', 'I-institution', 'I-institution', 'I-institution', 'O']"
it was pleasant having a conversation with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course on software development that is certified and cheap.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'B-certified', 'O', 'B-pricing', 'O']"
find articles on essay writing for beginners,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there a course that costs $3503 that is a certified intermediate course?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'B-certified', 'B-level', 'O', 'O']"
inform me of what microbes are,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
it is time to say goodbye,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
"hello, how are you doing",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
